"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Label","Code","ave_house_transfers","ave_registered_vehicles","ratio_less_five_years_car_age","ave_total_jobs","category","occupation"
"408","Albert Park","112 Beaconsfield Pde",3,"h",2850000,"PI","Buxton","4/03/2017",3.3,3206,3,2,0,211,198,1890,"Port Phillip City Council",-37.8481,144.9499,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"409","Albert Park","94 Graham St",3,"h",1850000,"S","Greg","4/03/2017",3.3,3206,3,2,0,128,133,1890,"Port Phillip City Council",-37.8452,144.9488,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"410","Albert Park","94 Graham St",3,"h",1850000,"S","Greg","4/03/2017",3.3,3206,3,2,0,128,133,1890,"Port Phillip City Council",-37.8452,144.9488,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"411","Albert Park","94 Graham St",3,"h",1850000,"S","Greg","4/03/2017",3.3,3206,3,2,0,128,133,1890,"Port Phillip City Council",-37.8452,144.9488,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"412","Albert Park","14 Merton St",2,"h",NA,"SP","Marshall","4/03/2017",3.3,3206,2,1,0,215,NA,1900,"Port Phillip City Council",-37.8405,144.953,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"413","Albert Park","14 Merton St",2,"h",NA,"SP","Marshall","4/03/2017",3.3,3206,2,1,0,215,NA,1900,"Port Phillip City Council",-37.8405,144.953,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"414","Albert Park","14 Merton St",2,"h",NA,"SP","Marshall","4/03/2017",3.3,3206,2,1,0,215,NA,1900,"Port Phillip City Council",-37.8405,144.953,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"415","Albert Park","396 Montague St",2,"h",1436000,"S","RT","4/03/2017",3.3,3206,2,1,0,130,81,1900,"Port Phillip City Council",-37.8431,144.9565,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"416","Albert Park","396 Montague St",2,"h",1436000,"S","RT","4/03/2017",3.3,3206,2,1,0,130,81,1900,"Port Phillip City Council",-37.8431,144.9565,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"417","Albert Park","396 Montague St",2,"h",1436000,"S","RT","4/03/2017",3.3,3206,2,1,0,130,81,1900,"Port Phillip City Council",-37.8431,144.9565,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"418","Albert Park","9 Boyd St",3,"h",NA,"SN","Greg","6/08/2016",3.3,3206,2,2,1,336,145,1890,"Port Phillip City Council",-37.8471,144.9561,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"419","Albert Park","9 Boyd St",3,"h",NA,"SN","Greg","6/08/2016",3.3,3206,2,2,1,336,145,1890,"Port Phillip City Council",-37.8471,144.9561,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"420","Albert Park","9 Boyd St",3,"h",NA,"SN","Greg","6/08/2016",3.3,3206,2,2,1,336,145,1890,"Port Phillip City Council",-37.8471,144.9561,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"421","Albert Park","75 Graham St",2,"h",1110000,"S","Marshall","6/08/2016",3.3,3206,1,1,0,147,NA,1900,"Port Phillip City Council",-37.8444,144.9484,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"422","Albert Park","75 Graham St",2,"h",1110000,"S","Marshall","6/08/2016",3.3,3206,1,1,0,147,NA,1900,"Port Phillip City Council",-37.8444,144.9484,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"423","Albert Park","75 Graham St",2,"h",1110000,"S","Marshall","6/08/2016",3.3,3206,1,1,0,147,NA,1900,"Port Phillip City Council",-37.8444,144.9484,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"424","Albert Park","54 Brooke St",2,"h",1550000,"S","Sotheby's","7/05/2016",3.3,3206,2,1,1,167,NA,NA,"Port Phillip City Council",-37.8405,144.9521,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"425","Albert Park","54 Brooke St",2,"h",1550000,"S","Sotheby's","7/05/2016",3.3,3206,2,1,1,167,NA,NA,"Port Phillip City Council",-37.8405,144.9521,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"426","Albert Park","54 Brooke St",2,"h",1550000,"S","Sotheby's","7/05/2016",3.3,3206,2,1,1,167,NA,NA,"Port Phillip City Council",-37.8405,144.9521,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"427","Albert Park","104 Richardson St",4,"h",2300000,"S","Marshall","7/05/2016",3.3,3206,4,2,1,153,180,1880,"Port Phillip City Council",-37.8447,144.9523,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"428","Albert Park","104 Richardson St",4,"h",2300000,"S","Marshall","7/05/2016",3.3,3206,4,2,1,153,180,1880,"Port Phillip City Council",-37.8447,144.9523,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"429","Albert Park","104 Richardson St",4,"h",2300000,"S","Marshall","7/05/2016",3.3,3206,4,2,1,153,180,1880,"Port Phillip City Council",-37.8447,144.9523,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"430","Albert Park","81 Richardson St",3,"h",NA,"S","Marshall","7/05/2016",3.3,3206,3,1,2,316,125,1880,"Port Phillip City Council",-37.8449,144.9536,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"431","Albert Park","81 Richardson St",3,"h",NA,"S","Marshall","7/05/2016",3.3,3206,3,1,2,316,125,1880,"Port Phillip City Council",-37.8449,144.9536,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"432","Albert Park","81 Richardson St",3,"h",NA,"S","Marshall","7/05/2016",3.3,3206,3,1,2,316,125,1880,"Port Phillip City Council",-37.8449,144.9536,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"433","Albert Park","4a Mills St",3,"t",1550000,"VB","Marshall","7/11/2016",3.3,3206,3,2,2,718,NA,NA,"Port Phillip City Council",-37.8443,144.9598,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"434","Albert Park","4a Mills St",3,"t",1550000,"VB","Marshall","7/11/2016",3.3,3206,3,2,2,718,NA,NA,"Port Phillip City Council",-37.8443,144.9598,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"435","Albert Park","4a Mills St",3,"t",1550000,"VB","Marshall","7/11/2016",3.3,3206,3,2,2,718,NA,NA,"Port Phillip City Council",-37.8443,144.9598,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"436","Albert Park","1 Moubray St",3,"h",1800000,"VB","Greg","7/11/2016",3.3,3206,3,2,1,132,159,1996,"Port Phillip City Council",-37.8415,144.952,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"437","Albert Park","1 Moubray St",3,"h",1800000,"VB","Greg","7/11/2016",3.3,3206,3,2,1,132,159,1996,"Port Phillip City Council",-37.8415,144.952,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"438","Albert Park","1 Moubray St",3,"h",1800000,"VB","Greg","7/11/2016",3.3,3206,3,2,1,132,159,1996,"Port Phillip City Council",-37.8415,144.952,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"439","Albert Park","114 Victoria Av",3,"h",2485000,"S","Cayzer","8/10/2016",3.3,3206,NA,NA,NA,NA,NA,NA,"Port Phillip City Council",NA,NA,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"440","Albert Park","114 Victoria Av",3,"h",2485000,"S","Cayzer","8/10/2016",3.3,3206,NA,NA,NA,NA,NA,NA,"Port Phillip City Council",NA,NA,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"441","Albert Park","114 Victoria Av",3,"h",2485000,"S","Cayzer","8/10/2016",3.3,3206,NA,NA,NA,NA,NA,NA,"Port Phillip City Council",NA,NA,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"442","Albert Park","29 Faussett St",2,"h",2120000,"S","Greg","10/09/2016",3.3,3206,2,1,1,199,107,1900,"Port Phillip City Council",-37.8422,144.9554,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"443","Albert Park","29 Faussett St",2,"h",2120000,"S","Greg","10/09/2016",3.3,3206,2,1,1,199,107,1900,"Port Phillip City Council",-37.8422,144.9554,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"444","Albert Park","29 Faussett St",2,"h",2120000,"S","Greg","10/09/2016",3.3,3206,2,1,1,199,107,1900,"Port Phillip City Council",-37.8422,144.9554,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"445","Albert Park","3 Herbert St",3,"h",1800000,"VB","Cayzer","10/09/2016",3.3,3206,3,1,1,253,NA,NA,"Port Phillip City Council",-37.8443,144.9579,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"446","Albert Park","3 Herbert St",3,"h",1800000,"VB","Cayzer","10/09/2016",3.3,3206,3,1,1,253,NA,NA,"Port Phillip City Council",-37.8443,144.9579,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"447","Albert Park","3 Herbert St",3,"h",1800000,"VB","Cayzer","10/09/2016",3.3,3206,3,1,1,253,NA,NA,"Port Phillip City Council",-37.8443,144.9579,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"448","Albert Park","24 Kerferd Pl",3,"h",1800000,"S","Marshall","10/09/2016",3.3,3206,3,2,1,90,122,1900,"Port Phillip City Council",-37.8421,144.9571,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"449","Albert Park","24 Kerferd Pl",3,"h",1800000,"S","Marshall","10/09/2016",3.3,3206,3,2,1,90,122,1900,"Port Phillip City Council",-37.8421,144.9571,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"450","Albert Park","24 Kerferd Pl",3,"h",1800000,"S","Marshall","10/09/2016",3.3,3206,3,2,1,90,122,1900,"Port Phillip City Council",-37.8421,144.9571,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"451","Albert Park","5 Withers St",3,"h",NA,"SN","Marshall","10/09/2016",3.3,3206,3,1,0,126,88,1910,"Port Phillip City Council",-37.8427,144.9515,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"452","Albert Park","5 Withers St",3,"h",NA,"SN","Marshall","10/09/2016",3.3,3206,3,1,0,126,88,1910,"Port Phillip City Council",-37.8427,144.9515,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"453","Albert Park","5 Withers St",3,"h",NA,"SN","Marshall","10/09/2016",3.3,3206,3,1,0,126,88,1910,"Port Phillip City Council",-37.8427,144.9515,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"454","Albert Park","44 Draper St",2,"h",1810000,"PI","Greg","10/12/2016",3.3,3206,2,1,0,240,NA,NA,"Port Phillip City Council",-37.8379,144.9539,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"455","Albert Park","44 Draper St",2,"h",1810000,"PI","Greg","10/12/2016",3.3,3206,2,1,0,240,NA,NA,"Port Phillip City Council",-37.8379,144.9539,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"456","Albert Park","44 Draper St",2,"h",1810000,"PI","Greg","10/12/2016",3.3,3206,2,1,0,240,NA,NA,"Port Phillip City Council",-37.8379,144.9539,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"457","Albert Park","2 Dundas Pl",3,"h",2615000,"S","Cayzer","10/12/2016",3.3,3206,3,2,1,177,181,1880,"Port Phillip City Council",-37.8415,144.9585,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"458","Albert Park","2 Dundas Pl",3,"h",2615000,"S","Cayzer","10/12/2016",3.3,3206,3,2,1,177,181,1880,"Port Phillip City Council",-37.8415,144.9585,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"459","Albert Park","2 Dundas Pl",3,"h",2615000,"S","Cayzer","10/12/2016",3.3,3206,3,2,1,177,181,1880,"Port Phillip City Council",-37.8415,144.9585,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"460","Albert Park","23 Finlay St",5,"h",2100000,"S","Greg","10/12/2016",3.3,3206,5,2,1,237,NA,NA,"Port Phillip City Council",-37.8436,144.9557,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"461","Albert Park","23 Finlay St",5,"h",2100000,"S","Greg","10/12/2016",3.3,3206,5,2,1,237,NA,NA,"Port Phillip City Council",-37.8436,144.9557,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"462","Albert Park","23 Finlay St",5,"h",2100000,"S","Greg","10/12/2016",3.3,3206,5,2,1,237,NA,NA,"Port Phillip City Council",-37.8436,144.9557,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"463","Albert Park","31 Richardson St",3,"h",1300000,"S","hockingstuart","10/12/2016",3.3,3206,3,1,0,129,NA,NA,"Port Phillip City Council",-37.8422,144.949,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"464","Albert Park","31 Richardson St",3,"h",1300000,"S","hockingstuart","10/12/2016",3.3,3206,3,1,0,129,NA,NA,"Port Phillip City Council",-37.8422,144.949,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"465","Albert Park","31 Richardson St",3,"h",1300000,"S","hockingstuart","10/12/2016",3.3,3206,3,1,0,129,NA,NA,"Port Phillip City Council",-37.8422,144.949,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"466","Albert Park","4a Gatehouse La",3,"h",1370000,"S","Greg","12/06/2016",3.3,3206,3,2,2,0,85,2000,"Port Phillip City Council",-37.8451,144.9511,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"467","Albert Park","4a Gatehouse La",3,"h",1370000,"S","Greg","12/06/2016",3.3,3206,3,2,2,0,85,2000,"Port Phillip City Council",-37.8451,144.9511,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"468","Albert Park","4a Gatehouse La",3,"h",1370000,"S","Greg","12/06/2016",3.3,3206,3,2,2,0,85,2000,"Port Phillip City Council",-37.8451,144.9511,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"469","Albert Park","60 Brooke St",2,"h",1e+06,"S","Cayzer","12/11/2016",3.3,3206,2,1,0,288,NA,NA,"Port Phillip City Council",-37.8407,144.9523,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"470","Albert Park","60 Brooke St",2,"h",1e+06,"S","Cayzer","12/11/2016",3.3,3206,2,1,0,288,NA,NA,"Port Phillip City Council",-37.8407,144.9523,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"471","Albert Park","60 Brooke St",2,"h",1e+06,"S","Cayzer","12/11/2016",3.3,3206,2,1,0,288,NA,NA,"Port Phillip City Council",-37.8407,144.9523,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"472","Albert Park","140 Danks St",2,"h",NA,"SP","Marshall","13/08/2016",3.3,3206,2,1,2,366,117,1900,"Port Phillip City Council",-37.847,144.9506,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"473","Albert Park","140 Danks St",2,"h",NA,"SP","Marshall","13/08/2016",3.3,3206,2,1,2,366,117,1900,"Port Phillip City Council",-37.847,144.9506,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"474","Albert Park","140 Danks St",2,"h",NA,"SP","Marshall","13/08/2016",3.3,3206,2,1,2,366,117,1900,"Port Phillip City Council",-37.847,144.9506,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"475","Albert Park","70 Barrett St",3,"h",2575000,"S","Greg","15/10/2016",3.3,3206,3,2,1,228,NA,NA,"Port Phillip City Council",-37.8445,144.9501,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"476","Albert Park","70 Barrett St",3,"h",2575000,"S","Greg","15/10/2016",3.3,3206,3,2,1,228,NA,NA,"Port Phillip City Council",-37.8445,144.9501,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"477","Albert Park","70 Barrett St",3,"h",2575000,"S","Greg","15/10/2016",3.3,3206,3,2,1,228,NA,NA,"Port Phillip City Council",-37.8445,144.9501,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"478","Albert Park","65 Graham St",2,"h",1322500,"S","Greg","15/10/2016",3.3,3206,2,1,0,149,98,1890,"Port Phillip City Council",-37.8443,144.9481,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"479","Albert Park","65 Graham St",2,"h",1322500,"S","Greg","15/10/2016",3.3,3206,2,1,0,149,98,1890,"Port Phillip City Council",-37.8443,144.9481,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"480","Albert Park","65 Graham St",2,"h",1322500,"S","Greg","15/10/2016",3.3,3206,2,1,0,149,98,1890,"Port Phillip City Council",-37.8443,144.9481,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"481","Albert Park","1 Herbert Pl",2,"h",NA,"S","hockingstuart","15/10/2016",3.3,3206,2,1,1,152,NA,NA,"Port Phillip City Council",-37.8437,144.959,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"482","Albert Park","1 Herbert Pl",2,"h",NA,"S","hockingstuart","15/10/2016",3.3,3206,2,1,1,152,NA,NA,"Port Phillip City Council",-37.8437,144.959,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"483","Albert Park","1 Herbert Pl",2,"h",NA,"S","hockingstuart","15/10/2016",3.3,3206,2,1,1,152,NA,NA,"Port Phillip City Council",-37.8437,144.959,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"484","Albert Park","364 Montague St",2,"h",1562500,"S","Greg","15/10/2016",3.3,3206,2,1,0,141,83,1890,"Port Phillip City Council",-37.8424,144.9562,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"485","Albert Park","364 Montague St",2,"h",1562500,"S","Greg","15/10/2016",3.3,3206,2,1,0,141,83,1890,"Port Phillip City Council",-37.8424,144.9562,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"486","Albert Park","364 Montague St",2,"h",1562500,"S","Greg","15/10/2016",3.3,3206,2,1,0,141,83,1890,"Port Phillip City Council",-37.8424,144.9562,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"487","Albert Park","86 Mills St",3,"h",2e+06,"VB","RT","16/04/2016",3.3,3206,3,2,1,211,147,1900,"Port Phillip City Council",-37.847,144.9575,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"488","Albert Park","86 Mills St",3,"h",2e+06,"VB","RT","16/04/2016",3.3,3206,3,2,1,211,147,1900,"Port Phillip City Council",-37.847,144.9575,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"489","Albert Park","86 Mills St",3,"h",2e+06,"VB","RT","16/04/2016",3.3,3206,3,2,1,211,147,1900,"Port Phillip City Council",-37.847,144.9575,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"490","Albert Park","28 Dinsdale St",4,"h",NA,"S","Marshall","17/09/2016",3.3,3206,3,1,0,236,NA,NA,"Port Phillip City Council",-37.8454,144.9521,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"491","Albert Park","28 Dinsdale St",4,"h",NA,"S","Marshall","17/09/2016",3.3,3206,3,1,0,236,NA,NA,"Port Phillip City Council",-37.8454,144.9521,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"492","Albert Park","28 Dinsdale St",4,"h",NA,"S","Marshall","17/09/2016",3.3,3206,3,1,0,236,NA,NA,"Port Phillip City Council",-37.8454,144.9521,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"493","Albert Park","90 Danks St",3,"h",NA,"S","Marshall","18/03/2017",3.3,3206,3,1,2,300,NA,NA,"Port Phillip City Council",-37.8457,144.9479,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"494","Albert Park","90 Danks St",3,"h",NA,"S","Marshall","18/03/2017",3.3,3206,3,1,2,300,NA,NA,"Port Phillip City Council",-37.8457,144.9479,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"495","Albert Park","90 Danks St",3,"h",NA,"S","Marshall","18/03/2017",3.3,3206,3,1,2,300,NA,NA,"Port Phillip City Council",-37.8457,144.9479,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"496","Albert Park","129 Kerferd Rd",3,"h",1900000,"S","Greg","18/03/2017",3.3,3206,3,1,0,209,NA,1900,"Port Phillip City Council",-37.8468,144.9546,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"497","Albert Park","129 Kerferd Rd",3,"h",1900000,"S","Greg","18/03/2017",3.3,3206,3,1,0,209,NA,1900,"Port Phillip City Council",-37.8468,144.9546,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"498","Albert Park","129 Kerferd Rd",3,"h",1900000,"S","Greg","18/03/2017",3.3,3206,3,1,0,209,NA,1900,"Port Phillip City Council",-37.8468,144.9546,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"499","Albert Park","97 Page St",3,"h",3010000,"S","Greg","18/03/2017",3.3,3206,3,2,0,147,146,1890,"Port Phillip City Council",-37.8473,144.9551,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
"500","Albert Park","97 Page St",3,"h",3010000,"S","Greg","18/03/2017",3.3,3206,3,2,0,147,146,1890,"Port Phillip City Council",-37.8473,144.9551,"Southern Metropolitan",3280,"Port Phillip","25900",646,88193.3333333333,0.48,101341.666666667,"professional, scientific and technical services","Professionals "
